STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE
8,C-17-FA        ,1,2,6,34,0,41,123,0,US 34 ML                ,,SH 34-D EBND      ,6 MI E OF JCT I-25       ,99.99,,,,,40242400,104523600,6,3,1,1,6,1977,2,4,5400,1988,6,11.6,0,49,0,0,0,1,1,5,N,0,0,A,6,1,5,5,0,0,2,0,12.8,54.9,105.8,0,0,12.8,13.6,99.99,H,4.92,H,9.1,8.5,6,7,7,N,N,,32.4,,32.4,7,8,7,5,N,7,,,0,890,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,1,,,,0,1,6,2,0,6,1,,Y,N,5400,2012,,N,,,Z ,,,,0,,,,,0,,97.4,Y
8,C-17-FM        ,1,3,1,60,0,41,123,0,UNION CANAL             ,,SH 60 ML          ,3.9 MI E JCT SH 257 NORTH,99.99,,,,,40191200,104490000,19,3,1,1,7,1988,2,0,1800,1988,6,13.4,0,15,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,13.4,9.1,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,,32.4,,32.4,7,N,N,5,8,8,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,9,0,,Y,6,3780,2012,,N,,,Z ,,,,0,,,,,0,*,98.4,Y
8,C-17-G         ,1,1,8,25,0,41,69,0,DRAW                  SR,,I 25 SERVICE ROAD ,1.8 MI NO OF JCT SH 60 WE,99.99,,,,,40221800,104592400,2,3,1,1,9,1941,2,0,280,1988,4,9.1,0,0,0,0,1,1,1,5,0,0,0,A,1,5,3,2,0,0,3,0,9.1,9.1,29.3,0.2,0.2,9.1,10.3,99.99,N,0,N,0,0,3,6,6,5,N,,53.1,,34.2,6,6,N,5,6,8,,,0,690,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,R,2,,,,0,1,6,0,0,11,0,,Y,8,476,2012,,N,,,A ,,,,0,,,,,1,,95,Y
8,C-17-J  MINOR  ,1,1,1,25,0,41,69,0,COUNTY ROAD             ,,I 25 ML           ,2 MI N OF WELD/LAR COUNTY,99.99,,,,,40231800,104593600,10,3,1,1,1,1963,4,1,26000,1988,5,23.2,0,0,0,1,1,1,1,5,N,0,0,A,1,1,1,19,0,0,1,0,11.5,4.3,4.3,0,0,0,0,99.99,H,4.24,H,0,0,N,N,N,N,6,,32.4,,32.4,6,N,3,5,N,8,,,4.3,690,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,N,2,,1,,0,N,N,0,0,11,1,,N,N,46800,2012,,N,,,Z ,,,,0,,,,,N,*,66,Y
8,C-17-M         ,1,3,1,60,0,41,123,50480,DITCH                   ,,SH 60 ML          ,IN MILLIKEN              ,99.99,,,,,40200600,104520600,2,3,1,1,7,1958,2,0,3100,1988,5,12.8,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,13.4,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,,32.4,,32.4,7,N,N,5,7,7,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,8,0,,Y,6,5270,2012,,N,,,Z ,,,,0,,,,,0,*,96.8,Y
8,C-17-N         ,1,1,1,25,0,41,123,0,LITTLE THOMPSON RVR     ,,I 25 ML NBND      ,6.7 MI N OF JCT SH 66    ,99.99,,,,,40180600,104584800,2,3,1,1,1,1961,2,0,14600,1988,5,11.6,1,0,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,3,0,11.2,17.4,52.7,0,0,11.3,12.3,99.99,N,0,N,0,0,7,6,6,6,N,,40.5,,29.7,6,5,N,5,6,8,,,0,690,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,R,1,,1,,1989,1,1,0,0,10,1,,Y,5,21900,2012,,N,,,L*,,,,0,,,,,0,,94.4,Y
8,C-17-Q  MINOR  ,1,3,1,60,0,41,123,0,WESTERN SUPPLY DITCH    ,,SH 60 ML          ,1.02 MI E OF JCT SH 256  ,99.99,,,,,40172400,104485400,3,3,1,1,7,1972,2,0,1600,1988,5,6.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,10,2.4,5.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,,32.4,,32.4,7,N,N,5,8,8,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,9,0,,N,6,2400,2012,,N,,,Z ,,,,0,,,,,N,*,96.8,Y
8,C-17-S  MINOR  ,1,2,1,34,0,41,123,32155,LOVELAND-GREELEY CANAL  ,,WBND              ,6 MI E OF JCT SH 257     ,99.99,,,,,40233000,104454200,2,3,1,1,12,1930,2,0,5200,1988,0,7.3,1,12,0,0,0,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,9.1,5.8,6.7,0,0,9.1,9.7,99.99,N,0,N,0,0,6,7,6,8,N,,32.4,,32.4,6,3,N,5,7,7,35,1,6.7,1191,24,N  ,N  ,N  ,,,,53,5,81,,,,,1,N,2,,,,0,1,6,0,0,4,1,,N,6,10920,2012,,N,,,Z ,,,,0,,,,,N,,77.5,Y
8,C-17-V         ,1,2,1,34,0,41,123,0,LOVELAND-GREELEY CANAL  ,,US 34 ML WBND     ,4.7 MI W OF JCT US 85-C  ,99.99,,,,,40234200,104464800,2,3,1,1,12,1930,2,0,5200,1988,0,7.3,1,0,1,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,8.7,6.7,7.3,0,0,8.8,9.4,99.99,N,0,N,0,0,5,3,5,7,N,,32.4,,32.4,3,2,N,5,7,8,31,1,13.1,1191,12,N  ,N  ,N  ,,,,113,11,169,,,,,1,L,1,,,,0,1,6,0,0,4,1,,Y,6,10920,2012,,N,,,A ,,,,0,,,,,1,,32.4,Y
8,C-17-Y         ,1,3,1,257,0,41,123,0,LITTLE THOMPSON RVR     ,,SH 257 ML         ,0.2 MI NO OF JCT SH 60   ,99.99,,,,,40201800,104520000,6,3,1,1,7,1961,2,0,1250,1988,4,8.5,0,25,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,3,0,8.5,9.1,28.7,0.5,0.5,8.5,9.8,99.99,N,0,N,0,0,6,6,6,7,N,,44.1,,35.1,6,5,N,5,6,8,,,0,790,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,1,0,0,15,0,,Y,5,2000,2012,,N,,,Z ,,,,0,,,,,0,,88.1,Y
8,C-17-Z         ,1,3,1,257,0,41,123,0,BIG THOMPSON RVR        ,,SH 257 ML         ,0.8 MI NO OF JCT SH 60   ,99.99,,,,,40205400,104520000,6,3,1,1,7,1961,2,0,1250,1988,5,10.4,0,30,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,3,0,8.5,16.5,50.6,0.5,0.5,8.5,9.8,99.99,N,0,N,0,0,6,7,7,7,N,,45,,36.9,7,5,N,5,6,8,,,0,790,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,1,0,0,15,0,,Y,5,2000,2012,,N,,,Z ,,,,0,,,,,0,,83.1,Y
8,C-18-A  MINOR  ,1,2,6,34,0,41,123,32155,PED UNDERPASS           ,,US 34 ML          ,.95 MI E OF JCT US 85 - S,99.99,,,,,40243600,104412400,5,3,1,1,14,1947,4,0,2500,1988,4,16.2,0,0,0,1,1,1,1,5,N,0,0,A,1,3,1,19,0,0,1,0,16.1,1.8,3.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,N,7,,32.4,,32.4,7,N,N,5,N,8,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,7,1,,N,N,3250,2012,,N,,,Z ,,,,0,,,,,N,*,84.3,Y
8,C-18-AD        ,1,3,1,392,0,41,123,0,GREELEY CANAL NO 2      ,,SH 392 ML         ,9.1 MI E OF JCT SH 257   ,99.99,,,,,40285400,104431200,3,3,1,1,7,1969,2,0,2350,1988,5,7.9,0,30,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,13.4,9.1,9.8,0,0,13.4,14.2,99.99,N,0,N,0,0,6,7,7,8,N,,41.4,,32.4,7,7,N,5,8,6,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,6,0,0,11,0,,Y,6,4465,2012,,N,,,Z ,,,,0,,,,,0,,96.6,Y
8,C-18-AG        ,1,2,1,85,0,41,123,0,SOUTH PLATTE RVR        ,*,US 85 ML SBND     ,1.6 MI S OF JCT US 85-G  ,99.99,,,,,40220600,104421200,2,3,1,1,14,1955,2,0,8650,1988,5,11.6,1,0,0,0,0,0,0,5,0,0,0,A,5,5,1,4,0,0,19,0,9.1,14.6,290.2,0.9,0.6,9.1,10.7,99.99,N,0,N,0,0,6,6,6,6,N,,41.4,,32.4,6,4,N,5,7,8,,,0,292,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,L,1,,,,0,1,6,0,0,9,1,,Y,5,12975,2012,,N,,,Z ,,,,0,,,,,0,,77.2,Y
8,C-18-AH        ,1,2,1,85,0,41,123,0,LATHAM CANAL            ,,US 85 ML SBND     ,0.7 MI SO OF JCT US 85-G ,99.99,,,,,40214800,104420600,2,3,1,1,14,1955,2,0,8650,1988,5,10.4,0,30,0,0,0,0,0,5,0,0,0,A,5,5,1,4,0,0,1,0,10.9,14.6,15.8,0.9,0.6,11,12.5,99.99,N,0,N,0,0,5,6,6,8,N,,40.5,,31.5,6,6,N,5,8,8,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,L,1,,,,0,1,6,0,0,9,1,,Y,6,12975,2012,,N,,,Z ,,,,0,,,,,0,,93.1,Y
8,C-18-AO        ,1,2,1,34,0,41,123,32155,UP RR                   ,,US 34 WB          ,IN GREELEY               ,99.99,,,,,40234800,104413000,2,3,1,1,12,1962,2,0,8400,1988,5,19.2,0,24,0,0,0,1,1,5,N,0,0,A,1,2,4,2,0,0,3,0,12.1,18.6,50,0.6,0.6,12.2,13.4,99.99,R,6.88,R,6.4,0,5,6,5,N,N,,38.7,,32.4,5,7,7,5,N,6,,,58.8,791,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,L,1,,,,0,1,1,0,0,9,1,,Y,N,14280,2012,,N,,,Z ,,,,0,,,,,0,,79.2,Y
8,C-18-AP        ,1,2,3,34,0,41,123,25280,US 85 BUSS RT           ,,US 85 BYPASS  C   ,IN GREELEY               ,99.99,,,,,40234200,104413000,3,3,1,1,12,1962,3,4,16800,1988,5,13.4,0,30,0,0,0,0,1,5,N,0,0,A,6,1,2,4,0,0,4,0,12.1,19.8,71,0.5,0.5,12.2,13.4,99.99,H,5.3,H,2.4,4.6,5,6,6,N,N,,36.9,,28.8,6,4,4,5,N,7,35,1,80.8,891,24,N  ,N  ,N  ,,,,508,50,762,,,,,2,L,1,,,,0,1,1,0,0,9,1,,Y,N,28560,2012,,N,,,Z ,,,,0,,,,,0,,70.4,Y
8,C-18-AV        ,1,2,1,34,0,41,123,25280,US 85 ML SBND           ,,US 34 ML          ,IN GREELEY               ,99.99,,,,,40233600,104415400,2,3,1,1,12,1968,2,5,10400,1988,5,11,0,5,1,0,0,1,1,5,N,0,0,A,6,1,4,2,0,0,3,0,11.5,28.3,68.6,0,0,11.6,12.3,99.99,H,5.35,H,3.7,9.1,5,6,6,N,N,,42.3,,30.6,6,6,6,5,N,7,,,0,991,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,2,N,1,,,,0,1,6,0,0,7,1,,Y,N,19760,2012,,N,,,Z ,,,,0,,,,,0,,94.4,Y
8,C-18-AZ        ,1,3,1,392,0,41,123,0,LONE TREE CREEK         ,,SH 392 ML         ,5.5 MI E OF JCT US 85    ,99.99,,,,,40285400,104360000,3,3,1,1,7,1965,2,0,720,1988,5,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,8.5,4.3,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,,32.4,,32.4,7,N,N,5,7,7,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,11,0,,Y,6,936,2012,,N,,,Z ,,,,0,,,,,0,*,96.9,Y
8,C-18-B  MINOR  ,1,2,6,34,0,41,123,32155,GREELEY CANAL NO 3      ,,US 34 BUS RT      ,.77 MI E OF JCT US 85 + S,99.99,,,,,40244200,104412400,5,3,1,1,14,1916,4,0,14300,1988,4,23.2,0,38,0,0,1,1,1,5,0,0,0,A,5,5,1,19,0,0,1,0,23.1,4.3,6.1,2.7,2.7,23.2,29.6,99.99,N,0,N,0,0,N,N,N,8,6,,44.1,,27.9,6,9,N,5,7,8,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,1,,,,1947,1,6,0,0,4,1,,N,6,20020,2012,,N,,,Z ,,,,0,,,,,N,,93.6,Y
8,C-18-BB        ,1,2,1,34,0,41,123,25280,US 85 BUSS RT           ,,US 34 ML          ,9.8 MI E OF JCT SH 257   ,99.99,,,,,40233600,104414200,2,3,1,1,12,1968,3,6,16800,1988,5,18.3,0,99,1,0,0,1,1,5,N,0,0,A,6,1,4,2,0,0,2,0,13.4,30.5,62.5,0,0,13.4,14.2,99.99,H,5.08,H,4.6,4.3,5,7,6,N,N,,43.2,,33.3,6,4,6,5,N,6,35,1,72.5,891,24,N  ,N  ,N  ,,,,456,45,684,,,,,2,R,1,,,,0,1,6,0,0,7,1,,Y,N,28560,2012,,N,,,Z ,,,,0,,,,,0,,77.4,Y
8,C-18-BH        ,1,2,1,34,0,41,123,32155,UP RR                   ,,US 34 EB          ,0.6 MI N OF JCT US 85-G  ,99.99,,,,,40234200,104412400,2,3,1,1,12,1962,3,0,8400,1988,5,22.9,0,41,0,0,0,0,0,5,N,0,0,A,1,2,4,2,0,0,3,0,12.1,21.3,57.3,0.6,0.6,12.2,13.4,99.99,R,6.98,R,5.5,0,5,6,5,N,N,,39.6,,31.5,5,2,7,5,N,7,35,1,67.4,791,24,N  ,N  ,N  ,,,,424,42,636,,,,,1,R,1,,,,0,1,1,0,0,9,1,,Y,N,14280,2012,,N,,,A ,,,,0,,,,,2,,62.7,Y
8,C-18-BK        ,1,2,3,85,0,41,123,0,US 85 BUSS RT           ,,US 85 BYPASS      ,IN GREELEY               ,99.99,,,,,40273600,104420000,2,3,1,1,12,1962,2,4,8700,1988,5,11,0,7,0,0,0,1,1,5,N,0,0,A,6,1,3,2,0,0,4,0,9.1,25.9,104.9,0.6,0.6,9.1,10.4,99.99,H,5.43,H,3.4,4.6,5,6,6,N,N,,37.8,,27.9,6,4,5,5,N,6,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,N,1,,,,0,1,1,0,0,12,1,,Y,N,19140,2012,,N,,,Z ,,,,0,,,,,0,,74,Y
8,C-18-BL        ,1,2,1,85,0,41,123,0,COUNTY ROAD  UP RR      ,,US 85 ML NBND     ,IN GREELEY               ,99.99,,,,,40270000,104414800,2,3,1,1,12,1962,1,2,2850,1988,5,11,1,42,0,0,0,1,1,5,N,0,0,A,6,4,4,2,0,0,4,0,9.1,26.2,92.4,0.6,0.6,9.1,10.4,99.99,H,6.85,H,2.1,0,5,6,6,N,N,,38.7,,24.3,6,4,4,5,N,6,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,R,1,,,,0,1,1,0,0,12,1,,Y,N,5130,2012,,N,,,Z ,,,,0,,,,,0,,79.2,Y
8,C-18-BM        ,1,2,1,85,0,41,123,0,COUNTY ROAD  UP RR      ,,US 85 ML SBND     ,IN GREELEY               ,99.99,,,,,40270600,104415400,2,3,1,1,12,1962,2,2,2850,1988,5,11.3,1,0,0,0,0,1,1,5,N,0,0,A,6,4,4,2,0,0,4,0,9.1,24.1,93.6,0.6,0.6,9.1,10.4,99.99,H,6.7,H,2.1,0,5,6,6,N,N,,40.5,,19.8,5,4,4,5,N,6,35,1,104.5,1191,24,N  ,N  ,N  ,,,,658,65,987,,,,,1,L,1,,,,0,1,1,0,0,12,1,,Y,N,5130,2012,,N,,,Z ,,,,0,,,,,0,,61.1,Y
8,C-18-BN        ,1,2,1,85,0,41,123,32155,CACHE LA POUDRE RVR     ,*,US 85 ML SBND     ,IN GREELEY               ,99.99,,,,,40253000,104410000,2,3,1,1,12,1962,3,0,5900,1988,5,11.6,1,0,0,0,0,1,1,5,0,0,0,A,1,5,1,4,0,0,5,0,12.1,15.2,76.8,0.6,0.6,12.2,13.4,99.99,N,0,N,0,0,6,6,5,7,N,,43.2,,29.7,5,4,N,5,8,7,,,0,292,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,L,1,,,,0,1,1,0,0,7,1,,Y,8,9440,2012,,N,,,Z ,,,,0,,,,,0,,66.9,Y
8,C-18-BO        ,1,2,1,85,0,41,123,32155,CACHE LA POUDRE RVR     ,*,US 85 ML NBND     ,1.0 MI N OF JCT SH 256   ,99.99,,,,,40253000,104410000,2,3,1,1,12,1962,2,0,5900,1988,5,11.6,1,0,0,0,0,1,1,5,0,0,0,A,1,5,1,4,0,0,5,0,12.1,15.2,76.8,0.6,0.6,12.2,13.4,99.99,N,0,N,0,0,6,6,6,7,N,,42.3,,29.7,6,7,N,5,8,7,,,86.6,292,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,R,1,,,,0,1,1,0,0,7,1,,Y,5,9440,2012,,N,,,Z ,,,,0,,,,,0,,95.1,Y
8,C-18-BR        ,1,3,1,392,0,41,123,0,GREELEY CANAL NO 2      ,,SH 392 ML         ,0.1 MI E OF JCT US 85    ,99.99,,,,,40285400,104421800,3,3,1,1,7,1965,2,0,2500,1988,5,9.1,0,40,0,0,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,10.3,6.1,8.8,0,0,14.2,14.8,99.99,N,0,N,0,0,N,N,N,8,8,,32.4,,32.4,8,9,N,5,8,7,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,9,0,,Y,6,3250,2012,,N,,,Z ,,,,0,,,,,0,,99.6,Y
8,C-18-BR MINOR  ,1,2,6,34,0,41,123,32155,GREELEY CANAL NO 3      ,,US 34 ML          ,8.44 MI E OF JCT SH 257-A,99.99,,,,,40252400,104464200,2,3,1,1,14,1953,4,0,10900,1988,4,17.1,0,29,0,0,1,1,1,5,0,0,0,A,5,5,1,17,0,0,1,0,17,5.2,6.1,1.5,0.6,17.1,19.2,99.99,N,0,N,0,0,N,N,N,6,6,,27,,12.6,3,5,N,5,7,8,35,1,12.2,1189,24,N  ,N  ,N  ,,,,76,7,114,,,,,0,N,2,,,,0,1,6,0,0,4,1,,N,6,21800,2012,,N,,,Z ,,,,0,,,,,N,,60,Y
8,C-18-BZ        ,1,3,1,263,0,41,123,0,SAND CREEK              ,,SH 263 ML         ,2.3 MI E OF JCT US 85 BYP,99.99,,,,,40253600,104383000,3,3,1,1,7,1967,2,0,2500,1988,5,12.2,0,36,0,0,0,0,0,5,0,0,0,A,1,5,2,4,0,0,3,0,9.1,10.7,29.3,0.6,0.6,9.1,10.4,99.99,N,0,N,0,0,5,7,7,8,N,,45.9,,36,7,4,N,5,8,6,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,6,0,0,4,0,,Y,5,3750,2012,,N,,,Z ,,,,0,,,,,0,,84.8,Y
8,C-18-CA        ,1,2,1,85,0,41,123,0,GREELEY CANAL NO 2      ,,US 85 ML SBND     ,1.9 MI NO OF JCT US 85-H ,99.99,,,,,40290000,104421800,2,3,1,1,12,1964,3,0,4350,1988,5,12.2,1,16,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,12.8,9.1,9.8,0.5,0.5,12.8,14,99.99,N,0,N,0,0,5,6,6,8,N,,42.3,,35.1,6,2,N,5,8,7,,,0,1291,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,1,R,1,,,,0,1,1,0,0,11,1,,Y,6,9570,2012,,N,,,I ,,,,0,,,,,2,,74.6,Y
8,C-18-CO        ,1,3,1,263,0,41,123,0,LONE TREE CREEK         ,,SH 263 ML         ,4.7 MI E OF JCT US 85 BYP,99.99,,,,,40254800,104351800,3,3,1,1,7,1967,2,0,2500,1988,5,8.5,0,45,0,0,0,0,0,5,0,0,0,A,1,5,4,2,0,0,3,0,9.1,18,50.6,0.5,0.5,9.1,10.4,99.99,N,0,N,0,0,4,7,7,7,N,,40.5,,31.5,7,4,N,5,8,8,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,6,0,0,9,0,,Y,5,3750,2012,,N,,,A ,,,,0,,,,,1,,87.6,Y
8,C-18-CS        ,1,3,1,37,0,41,123,0,SOUTH PLATTE RVR        ,,SH 37 ML          ,1.4 MI NO OF JCT US 34   ,99.99,,,,,40245400,104340000,13,3,1,1,7,1958,2,0,1350,1988,5,7.6,0,30,0,1,0,1,1,5,0,0,0,A,1,5,1,2,0,0,13,0,8.5,15.2,202.1,0,0,8.5,9.8,99.99,N,0,N,0,0,6,5,5,6,N,,47.7,,34.2,5,5,N,5,6,6,,,0,1290,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,1986,1,6,2,1,12,0,,Y,3,1890,2012,,N,,,K*,,,,0,,,,,0,,79.4,Y
8,C-18-D  MINOR  ,1,2,6,34,0,41,123,32155,GREELEY CANAL NO 3      ,,US 34 ML          ,.28 MI E OF JCT US 85G   ,99.99,,,,,40243600,104410600,5,3,1,1,14,1916,3,0,3500,1988,1,17.1,0,0,0,0,1,1,1,5,0,0,0,A,5,5,1,1,0,0,1,0,17,4.9,5.5,1.5,1.5,17.1,20.1,99.99,N,0,N,0,0,6,6,6,8,N,,37.8,,27.9,6,9,N,5,8,7,,,0,1191,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,1952,1,6,0,0,7,1,,N,6,4550,2012,,N,,,Z ,,,,0,,,,,N,,96.1,Y
8,C-18-DD        ,1,2,1,85,0,41,123,32155,CACHE LA POUDRE RVR     ,,US 85 ML NBND     ,IN GREELEY               ,99.99,,,,,40263000,104414800,2,3,1,1,14,1966,2,0,5500,1988,5,11.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,4,0,9.1,18,74.1,0.6,0.6,9.1,10.4,99.99,N,0,N,0,0,4,6,6,7,N,,41.4,,32.4,6,4,N,5,8,8,35,1,84.4,1291,24,N  ,N  ,N  ,,,,531,53,796,,,,,0,R,1,,,,0,1,6,0,0,4,0,,Y,5,7150,2012,,N,,,A ,,,,0,,,,,1,,76.5,Y
8,C-18-DE        ,1,3,1,263,0,41,123,32155,CACHE LA POUDRE RVR     ,,SH 263 ML         ,IN GREELEY               ,99.99,,,,,40254200,104411200,2,3,1,1,14,1988,4,0,4750,1988,6,17.1,0,0,0,1,1,1,1,5,0,0,0,A,5,5,6,4,0,0,3,0,17,17.7,54.9,0.2,1.8,17.1,19.5,99.99,N,0,N,0,0,7,7,7,8,N,,66.6,,43.2,7,5,N,5,8,7,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,1,1,0,0,6,0,,Y,5,6175,2012,,N,,,Z ,,,,0,,,,,0,,98.6,Y
8,C-18-EB        ,1,3,1,392,0,41,123,0,GREELEY CANAL NO 2      ,,SH 392 ML         ,1.1 MI E OF JCT SH 37    ,99.99,,,,,40285400,104313000,3,3,1,1,7,1958,2,0,730,1988,5,9.4,0,20,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,1,0,9.4,5.8,5.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,,32.4,,32.4,7,N,N,5,7,6,,,0,1190,24,N  ,N  ,N  ,,,,0,0,0,2000,,,,0,N,2,,,,0,N,N,N,N,11,0,,N,6,949,2012,,N,,,Z ,,,,0,,,,,N,*,96.9,Y
