STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990102 14:00,999.99,[, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990104 19:00,999.99,], 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990121 21:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990121 22:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990122 01:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990126 15:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990201 01:00,0.00,g, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990210 21:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990210 22:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990211 00:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990222 07:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990301 01:00,0.00,g, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990307 16:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990312 08:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990312 19:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990323 10:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990401 01:00,0.00,g, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990401 21:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990401 22:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990402 00:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990402 02:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990402 11:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990402 18:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990405 07:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990410 18:00,999.99,[, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990501 00:00,999.99,], 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990501 01:00,999.99,[, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990505 08:00,999.99,], 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990516 09:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990516 15:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990516 20:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990517 08:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990520 16:00,0.20, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990523 01:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990525 05:00,0.20, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990525 09:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990525 15:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990529 14:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990529 15:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990530 09:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990601 01:00,0.00,g, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990603 17:00,999.99,{, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990701 00:00,999.99,}, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990701 01:00,999.99,{, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990701 07:00,999.99,}, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990701 08:00,999.99,[, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990701 16:00,999.99,], 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990711 22:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990718 07:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990720 06:00,0.30, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990720 07:00,0.90, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990728 09:00,999.99,{, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990801 00:00,999.99,}, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990801 01:00,999.99,{, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990802 21:00,999.99,}, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990802 22:00,999.99,[, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990809 14:00,999.99,], 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990810 16:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990817 16:00,0.20, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990826 20:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990827 22:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990827 23:00,0.20, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990828 00:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990831 11:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990901 01:00,0.00,g, 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990901 13:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990918 14:00,0.20, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990918 15:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990920 07:00,0.10, , 
COOP:051547,CHERRY CREEK DAM CO US,1721.2,39.62611,-104.83194,19990927 09:00,0.10, , 
