STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA
8,         0400-4,1,6,8,50,0,0,85,0,'Cimarron creek',,'Access Morrow Dam','Cimarron  Colorado',99.99,0,0,,0,38263100,107331900,16,3,69,69,6,1978,2,0,150,2006,5,9.1,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,2,4,2,1,2,8.5,11.9,36.9,1.2,1.2,8.5,9.3,99.99,N,0,N,0,0,7,7,7,5,N,2,63.9,2,40.5,7,6,N,5,6,3,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,5,150,2035,,Y,69,G,7,343.17
8,         0400-5,1,6,8,0,0,0,85,0,'Cimmeron Creek',,'Access Morrow Dam','Cimmeron  Colorado',99.99,0,0,,0,38264900,107331900,2,3,69,69,6,1978,2,0,100,2006,6,9.1,0,25,0,1,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.4,18.9,27.1,0.6,0.6,6.1,7.4,99.99,N,0,N,0,0,7,7,7,6,N,2,47.7,2,27,6,5,N,5,6,8,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,8,8,,0,,Y,6,100,2035,,Y,69,G,7,200.54
8,         0400-6,1,6,8,0,0,0,85,51385,'Cimmeron Creek',,'Access Morrow Dam','Cimmmeron  Colorado',99.99,0,0,,0,38275000,107325900,2,3,69,69,6,1985,2,0,30,2006,5,7.6,0,0,0,1,0,1,0,4,0,0,0,A,1,5,6,2,0,0,2,0,7.9,18.3,36.6,0.9,0,7.9,10.3,99.99,N,0,N,0,0,8,8,7,8,N,5,40.5,5,29.7,7,6,N,5,7,5,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,8,8,,0,,Y,6,30,2035,,Y,69,G,7,376.98
8,         0403-1,1,6,8,330,0,0,77,0,'Dam Spillway',,'Vega dam access rd','Vega Dam',99.99,0,0,,0,39133200,107483900,16,3,69,69,6,1997,2,0,100,2006,6,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,5,0,0,1,0,11.1,14.6,21.8,1.2,0,7.9,11.1,99.99,N,0,N,0,0,8,8,8,8,N,2,47.7,2,29.7,7,6,N,5,8,8,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,200,2035,,Y,69,G,8,241.98
8,         0403-2,1,6,8,330,0,0,77,0,'Canal',,'Access road','Vega Dam',99.99,0,0,,0,39135570,107484979,16,3,69,69,6,1999,2,0,100,2006,5,9.1,0,0,0,1,0,0,1,5,0,0,0,A,1,5,3,19,0,0,1,0,10.7,9.8,25,0,0,10.7,10.7,99.99,N,0,N,0,0,N,N,N,8,7,2,39.6,2,29.7,7,9,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,N,8,0,8,,0,,Y,8,100,2035,,Y,69,G,7,267.5
8,         0403-4,1,3,8,325,0,0,45,0,'Dam Spillway',,'Highway 325','Highway 325 Marker 4',99.99,0,0,,0,39373800,107452600,16,3,69,69,6,1964,2,0,100,2006,5,10.7,0,10,0,0,0,1,1,5,0,0,0,A,1,5,1,2,0,0,1,0,7.3,7.6,8.3,0,0,7.3,8.5,99.99,N,0,N,0,0,7,7,7,8,N,2,64.1,2,48.9,7,6,N,5,7,6,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,8,,0,,Y,8,100,2035,,Y,69,G,7,70.55
8,       0401-SV1,1,6,8,0,0,0,109,32100,'San Luis Canal',,'Access State Park','Sand Dunes State Park',99.99,0,0,,0,37395368,105435264,16,3,69,69,6,1985,2,0,50,2007,4,7.6,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,7.6,4.6,18,0.6,0,7.6,8.2,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,7,6,,,0,717,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,8,,0,,Y,8,50,2035,,Y,69,G,7,147.6
8,       0401-SV2,1,6,8,0,0,0,109,32100,'San Luis Canal',,'Gravel Road','Road D off of highway 17',99.99,0,0,,0,37473682,105502792,8,3,69,69,6,1985,2,0,10,2007,5,10.7,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,10.1,3,13.4,1.2,0,10.2,11.4,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,9,N,5,7,7,,,0,717,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,N,0,N,,0,,Y,8,10,2035,,Y,69,G,7,152.76
8,       0401-SV3,1,6,8,0,0,0,109,32100,'San Luis Canal',,'Gravel Road','Road G off of Highway 17',99.99,0,0,,0,37501313,105513607,10,3,69,69,6,1985,2,0,15,2007,4,5.2,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,10.1,2.4,10.9,1.2,0,10.2,10.9,99.99,N,0,N,0,0,6,7,7,8,N,1,45,1,32.4,7,9,N,5,7,7,,,0,717,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,N,0,N,,0,,Y,8,15,2035,,Y,69,F,6,118.81
8,       0405-100,1,4,8,22,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 22','Yellow Jacket  Colorado',99.99,0,0,,0,37314799,108383600,3,3,69,69,6,1985,2,0,20,2006,5,7.3,0,5,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.7,22.6,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,8,,0,,Y,8,20,2035,,Y,69,G,7,180.8
8,       0405-101,1,4,8,21,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 21','Yellow Jacket  Colorado',99.99,0,0,,0,37322000,108395500,3,3,69,69,6,1985,2,0,20,2006,5,7.3,0,30,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.7,22.6,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,20,2035,,Y,69,G,7,180.8
8,       0405-102,1,4,8,20,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 20','Yellow Jacket  Colorado',99.99,0,0,,0,37321000,108406000,3,3,69,69,6,1985,2,0,30,2006,6,7.3,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,16.5,18.3,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,30,2035,,Y,69,G,7,146.4
8,       0405-103,1,4,8,0,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road Z','Yellow Jacket  Colorado',99.99,0,0,,0,37323900,108415700,3,3,69,69,6,1985,2,0,30,2006,5,7.3,0,15,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.7,18.3,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,30,2035,,Y,69,G,7,146.4
8,       0405-104,1,4,8,19,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 19','Yellow Jacket  Colorado',99.99,0,0,,0,37324400,108425000,5,3,69,69,6,1985,2,0,20,2006,5,7.3,0,15,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.1,18.9,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,20,2035,,Y,69,G,7,151.2
8,       0405-105,1,4,8,18,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 18','Yellow Jacket  Colorado',99.99,0,0,,0,37335000,108443000,5,3,69,69,6,1984,2,0,20,2006,5,7.3,0,20,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.1,18.9,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,8,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,20,2035,,Y,69,G,7,151.2
8,       0405-106,1,4,8,17,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road 17','Yellow Jacket  Colorado',99.99,0,0,,0,37325300,108441600,5,3,69,69,6,1984,2,0,20,2006,4,5.5,0,30,0,1,0,0,0,5,0,0,0,A,1,5,6,1,0,0,2,0,7.3,14,29,0.7,0,7.3,8.1,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,20,2035,,Y,69,G,7,234.9
8,       0405-107,1,4,8,0,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road AA','Yellow Jacket  Colorado',99.99,0,0,,0,37333200,108442200,5,3,69,69,6,1985,2,0,25,2006,6,7.3,0,30,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,20.4,21,0.7,0,7.3,8.1,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,8,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,25,2035,,Y,69,G,7,170.1
8,       0405-234,1,4,8,234,0,0,67,27075,'Florida Canal',,'County road 234','4 miles E of Durango CO',99.99,0,0,,0,37174000,107474100,16,3,69,69,6,1980,2,0,250,2006,5,7.6,0,15,0,1,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,7.3,9.8,10.4,0,0,7.3,7.3,99.99,N,0,N,0,0,6,6,6,8,N,1,42.3,1,32.4,6,5,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,6,8,8,8,,0,,Y,8,250,2035,,Y,69,F,6,75.92
8,       0405-710,1,4,8,0,0,0,83,0,'Dove Creek Canal Reach 1',,'County Road X','Yellow Jacket  Colorado',99.99,0,0,,0,37305700,108352900,16,3,69,69,6,1985,2,0,0,2006,5,8.2,0,15,0,1,0,0,0,5,0,0,0,A,1,5,5,5,0,0,1,0,7.3,15.8,17.1,0.7,0,7.3,8.1,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,8,,0,,Y,8,0,2035,,Y,69,G,7,138.51
8,      0405-3410,1,4,8,184,0,0,83,0,'Jackson Ditch',,'State road 42','2 miles N of Mancos  CO',99.99,0,0,,0,37231580,108167230,16,3,69,69,6,1945,2,0,75,2006,4,8.5,0,20,0,1,0,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,8.5,5.8,6.7,0,0,8.5,8.5,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,31.5,7,7,N,5,8,8,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,2000,6,0,0,0,,0,,Y,8,75,2035,,Y,69,G,7,56.95
8,      0405-5190,1,4,8,0,0,0,67,0,'Florida Canal',,'Gravel road','5 miles SE of Durango CO',99.99,0,0,,0,37143901,107472800,32,3,69,69,6,1963,2,0,400,2006,5,6.1,0,0,0,1,0,0,0,5,0,0,0,A,1,5,7,2,0,0,1,0,6.4,9.8,9.8,0,0,6.4,6.7,99.99,N,0,N,0,0,6,6,6,8,N,2,29.5,2,20.4,5,4,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,8,0,0,0,,0,,Y,8,400,2035,,Y,69,F,6,65.66
8,      0405-7100,1,4,8,23,0,0,67,0,'Dove Creek Canal Reach 1',,'County Road 23','Dove Creek canal sta. 157',99.99,0,0,,0,37311900,108374700,16,3,69,69,6,1985,2,0,25,2006,6,7.6,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,1,0,7.3,17.1,17.7,0.7,0,7.3,8,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,32.4,7,6,N,5,8,7,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,8,,0,,Y,8,25,2035,,Y,69,G,7,141.6
8,      0405-7102,1,3,8,0,0,0,33,0,'Dolores River',,'County Road S','6 miles E of Cahone  CO',99.99,0,0,,0,37385989,108441254,24,3,69,69,6,1945,2,0,50,2006,5,8.2,0,10,0,1,1,1,0,5,0,0,0,A,1,5,6,5,0,0,2,0,8.2,29.3,58.5,0.9,0,8.2,9,99.99,N,0,N,0,0,7,7,6,5,N,1,39.6,1,29.7,6,6,N,5,7,4,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1988,2,8,0,8,,0,,Y,5,50,2035,,Y,69,F,6,526.5
8,      0405-7112,1,4,8,0,0,0,83,0,'Towaoc Canal',,'County Road E','5 mi south of Cortez CO',99.99,0,0,,0,37165900,108354900,16,3,69,69,6,1990,2,0,20,2006,6,6.1,0,48,0,1,0,0,0,5,0,0,0,A,1,5,5,2,0,0,1,0,8.5,19.5,20,0.8,0,8.5,9.3,99.99,N,0,N,0,0,7,7,7,8,N,5,40.5,5,29.7,7,7,N,5,8,5,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,20,2035,,Y,69,G,7,186
8,      0405-farm,1,6,8,0,0,0,67,27075,'Towaoc Canal',,'County Road D','6 mile South of Cortez CO',99.99,0,0,,0,37154500,108373900,16,3,69,69,6,1990,1,0,10,2004,5,6.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,1,0,0,1,0,6.1,10.1,11,0.6,0,6.1,6.7,99.99,N,0,N,0,0,7,7,7,8,N,5,40.5,5,29.7,7,5,N,5,8,6,,,0,618,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,1,N,N,N,,0,,Y,8,20,2035,,Y,69,G,7,73.7
8,      ECA-P-001,1,6,8,0,0,0,101,0,'ARKANSAS RIVER',,'Juniper Road','8 mi W. of Pueblo  CO',99.99,0,0,,0,38161592,104439370,26,3,21,69,8,1972,2,0,150,2015,5,11.6,0,15,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,2,0,10.3,29.9,60.7,0,0,10.3,11.1,99.99,N,0,N,0,0,7,8,8,8,N,2,66.6,2,39.6,8,7,N,5,7,8,,,0,617,24,N  ,Y60,N  ,,1018,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,8,0,2,0,,Y,6,165,2035,,Y,69,G,7,673.77
8,      ECA-P-002,1,6,8,0,0,0,101,0,'INTERMITTENT STREAM',,'Juniper Road','11 mi from Pueblo  CO',99.99,0,0,,0,38171487,104467970,31,3,21,69,8,1972,2,0,150,2015,5,10.4,0,12,0,1,1,1,1,5,0,0,0,A,5,5,5,2,0,0,1,0,9.1,29.9,30.6,0,0.9,9.1,11.1,99.99,N,0,N,0,0,8,8,8,8,N,2,66.6,2,39.6,8,6,N,5,7,8,,,0,617,24,N  ,N  ,N  ,,,,1,0,1,,,,               ,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,6,165,2035,,Y,69,G,8,339.66
8,     ECA-BT-001,1,4,1,0,0,0,117,0,'GREEN MT. DAM SPILLWAY',,'Heeney Road','26 mi N of Silverthorne',99.99,0,0,,0,39523350,106195336,26,3,69,69,8,1942,2,0,100,2015,A,8.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,3,0,7.6,8.4,25.3,0,0,7.6,8.2,99.99,N,0,N,0,0,7,8,8,8,N,F,42.1,F,32.4,8,6,N,5,9,4,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,2012,2,0,0,0,,0,,Y,8,130,2035,,Y,69,G,7,207.46
8,     ECA-BT-002,1,6,8,0,0,0,117,0,'BLUE RIVER',,'County Road 1813','26 mi N of Silverthorne',99.99,0,0,,0,39524865,106202900,320,3,69,69,9,1938,2,0,10,2015,4,7.3,0,0,0,0,0,0,0,4,0,0,0,P,1,5,3,11,3,3,1,2,5.9,36.9,52.8,0.3,0.3,5.9,7.3,99.99,N,0,N,0,0,5,6,8,8,N,2,41.4,2,24.3,6,4,N,5,9,4,,,0,617,24,N  ,N  ,N  ,,,,17,0,17,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,9,11,2035,,Y,69,F,5,385.44
8,     ECA-BT-003,1,4,1,40,0,0,49,0,'WILLOW CREEK SPILLWAY',,'COUNTY ROAD 40','8 mi from Granby  CO',99.99,0,0,,0,40085222,105562742,29,3,25,69,9,1953,1,0,100,2015,4,7.3,0,1,0,1,0,1,1,4,0,0,0,A,1,5,1,4,0,0,1,0,3.7,13,13.8,0,0,3.7,4.3,99.99,N,0,N,0,0,8,7,7,8,N,2,49.5,2,32.4,7,4,N,5,9,3,,,0,617,24,N  ,N  ,N  ,,,,0,0,2,,,,               ,0,N,3,,0,0,0,1,0,0,0,,0,,Y,9,110,2035,,Y,69,G,7,59.34
8,     ECA-BT-004,1,4,0,0,0,0,49,0,'Granby Dam Spillway',,'County Road 6','7.1 mi from Granby  CO',99.99,0,0,,0,40085197,105515749,320,3,25,69,8,1950,2,0,470,2015,5,8.8,0,23,0,1,1,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,7.3,21.7,23,0,0,7.3,7.9,99.99,N,0,N,0,0,6,7,7,8,N,2,52.2,2,24.3,6,4,N,5,8,3,,1,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,3,0,,Y,8,500,2035,,Y,69,F,6,181.7
8, NKA-SFUURD-001,1,4,4,0,0,0,125,0,'BONNY SPILLWAY',,'COUNTY ROAD KK','7 MI E OF SR 325',99.99,0,0,,0,39375650,102104038,19,3,69,69,9,1951,2,0,5,2014,5,9.1,0,0,0,1,1,1,1,3,0,0,0,P,1,5,1,4,0,0,3,0,7.3,15.2,38.2,0,0,7.3,7.9,99.99,N,0,N,0,0,7,7,7,8,N,1,45,1,27,6,6,N,5,9,8,,2,0,418,24,N  ,N  ,N  ,,,,1,0,1,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,6,5,2034,,Y,69,G,7,301.78
8,00000000000M501,1,6,1,107,0,5,67,1250,'LOS PINOS RIVER',,'IRR BIA RTE 107','1.3KM NORTH OF IGNACIO CO',99.99,1.6,0,0,0,37074410,107374940,7,3,62,62,16,1974,2,0,200,2014,5,8.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,8.7,18.3,37.9,0,0,8.6,8.9,99.99,N,0,N,0,0,7,7,7,6,N,5,43.2,5,32.4,7,6,N,5,6,7,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,10,0,,Y,8,176,2032,0,Y,62,G,7,337.31
8,00000000000M509,1,6,1,163,0,5,7,392,'DEVIL CREEK',,'IRR BIA RTE 163','1.6 KM SW OF CHIMNEY ROCK',99.99,1.3,0,0,0,37121760,107192020,11,3,62,62,6,1987,2,0,10,2014,5,9.8,0,0,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,9.1,9.8,25.9,0,0,9.1,9.8,99.99,N,0,N,0,0,7,7,7,5,N,5,58,5,34.7,7,7,N,5,5,4,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,5,0,,Y,8,12,2032,0,Y,62,G,7,253.82
8,00000000000M510,1,6,1,101,0,5,67,0,'LOS PINOS RIVER',,'IRR BIA RTE 101','0.4 KM E. OF JCT 322 &172',99.99,0.3,0,0,0,37014663,107361657,20,3,62,62,6,1955,2,0,200,2014,3,6.7,0,0,0,1,1,1,1,5,N,0,0,B,1,5,3,2,0,0,2,0,6.7,12.4,25,0.5,0.5,6.7,7.6,99,N,0,N,0,0,6,7,6,5,N,1,32.2,1,17.6,5,4,N,2,8,6,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,15,0,,Y,8,234,2032,0,Y,62,F,6,190
8,00000000000M511,1,6,1,159,0,5,67,0,'PINE RIVER CANAL',,'IRR BIA RTE 159','3 KM S 10 KM E OF IGNACIO',99.99,0.5,0,0,0,37051022,107313700,199,3,62,62,9,1998,2,0,10,2012,5,9.1,0,0,0,1,1,1,1,5,N,0,0,A,1,5,9,19,0,0,1,0,9.1,7.6,10.1,0,0,9.1,9.1,99,N,0,N,0,0,N,N,N,7,8,5,43.2,5,32.4,8,7,N,5,8,5,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,0,0,N,N,N,N,30,0,,Y,8,12,2032,0,Y,62,G,8,91.91
8,00000000000M606,1,6,1,204,0,5,83,0,'UTE CANYON',,'IRR BIA RTE 204','21.7 KM SE. OF TOWAOC CO',99.99,19.2,0,0,0,37034623,108330829,72,3,62,62,9,1975,2,0,100,2012,5,10,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,1,0,9.8,20.1,20.6,0,0,9.8,10,99.99,N,0,N,0,0,6,7,6,5,N,5,43.6,5,32.4,6,8,N,5,8,6,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,6,0,0,5,0,,Y,8,117,2032,0,Y,62,F,6,206
8,00000000000M607,1,6,1,204,0,5,83,0,'NAVAJO CANYON',,'IRR BIA RTE 204','23.3 KM SE OF TOWAOC CO',99.99,21.9,0,0,0,37035904,108312274,47,3,62,62,9,1975,2,0,100,2012,5,9.8,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,9.8,7.6,20.4,0,0,9.8,10,99.99,N,0,N,0,0,6,6,7,5,N,5,43.6,5,32.4,6,8,N,5,8,7,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,10,0,,Y,8,117,2032,0,Y,62,F,6,204
8,00000000000M608,1,6,1,208,0,5,83,0,'MANCOS RIVER',,'IRR BIA RTE 208','19.7 KM E OF CHIMNEY ROCK',99.99,0.5,0,0,0,37034060,108321603,47,3,62,62,9,1975,2,0,100,2012,5,6.1,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,2,0,0,1,0,6.1,27.7,28.7,0,0,6.1,6.3,99.99,N,0,N,0,0,7,7,7,6,N,5,43.6,5,32.4,7,5,N,5,8,6,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,5,0,,Y,8,117,2032,0,Y,62,G,7,180.81
8,00000000000M609,1,6,1,206,0,5,83,0,'MANCOS RIVER',,'IRR BIA RTE 206','28.2 KM E OF CHIMNEY ROCK',99.99,0.2,0,0,0,37055743,108275832,27,3,62,62,9,1976,2,0,100,2012,5,12.2,0,0,0,1,1,0,0,5,0,0,0,A,1,5,5,2,0,0,1,0,12.2,28.2,29,0,0,12.2,12.4,99.99,N,0,N,0,0,6,7,7,7,N,5,43.6,5,32.4,7,9,N,5,8,7,,,0,317,24,N  ,N  ,N  ,,,,0,0,0,2017,,0,               ,0,N,2,,0,1,0,1,1,0,0,10,0,,Y,8,117,2032,0,Y,62,F,6,359.6
